,,snr,exptime,slewtime,calibtime,z,x1,c,t0,ra,dec,magabs,magobs,x0,template,fields,survey,mwebv
lowz,16681,20.0,73.58,1149.5146711261032,150.0,0.09455,0.395,0.014,61895.72,1.3696598,-47.5038,-19.220688,19.036974,0.00038534962,salt2,,lowz,0.016513184
lowz,16687,20.0,56.6,2799.8475205135414,150.0,0.07845,0.49,0.007,61894.15,188.92902,-17.337011,-19.60212,18.226593,0.0008128449,salt2,,lowz,0.041977953
lowz,16690,20.0,82.07000000000001,2836.363232743078,150.0,0.10065,-0.45,-0.044,61896.465,339.37006,-39.964832,-19.211954,19.190273,0.00033460723,salt2,,lowz,0.025570197
lowz,16691,20.0,101.88,352.7894652491256,150.0,0.12455,0.71,-0.044,61900.316,331.0369,-39.973915,-19.563932,19.334707,0.00029292854,salt2,,lowz,0.018709967
lowz,16705,20.0,33.96,1816.341611358326,150.0,0.05465,0.865,0.02,61892.742,71.66574,-41.69503,-19.482914,17.524862,0.0015513146,salt2,,lowz,0.01738494
lowz,16715,20.0,87.73,1061.2749857129834,150.0,0.10215,0.14,0.036,61896.66,17.081581,-62.02312,-19.196264,19.24024,0.00031955744,salt2,,lowz,0.024150658
lowz,16729,20.0,16.98,1375.6601661723316,150.0,0.02705,-1.84,0.101,61892.094,338.48465,-17.852324,-18.667011,16.770403,0.0031080195,salt2,,lowz,0.047398794
lowz,16739,20.0,87.73,1280.3831716560785,150.0,0.10365,-0.3,-0.032,61896.863,29.055359,-31.311697,-19.39277,19.077536,0.0003712194,salt2,,lowz,0.020716935
lowz,16744,20.0,113.2,2417.9618706427163,150.0,0.13285,0.575,-0.071,61902.03,129.93549,-2.6369014,-19.492653,19.557539,0.00023857734,salt2,,lowz,0.032152828
lowz,16765,20.0,135.84,511.08374369578524,150.0,0.11385,0.425,0.284,61898.41,143.30273,-1.6058632,-18.462484,20.22613,0.00012888225,salt2,,lowz,0.035892665
lowz,16781,20.0,101.88,3081.1990161277877,150.0,0.09295,-2.155,0.154,61895.543,4.8021574,-33.925014,-18.483524,19.734756,0.00020264792,salt2,,lowz,0.016568001
lowz,16785,20.0,48.11,701.4117334099046,150.0,0.07935,1.285,-0.096,61894.227,16.536829,-14.843127,-19.586733,18.268082,0.0007823695,salt2,,lowz,0.024650099
lowz,16795,20.0,90.56,371.820706044771,150.0,0.10755,-0.825,-0.013,61897.43,20.663641,-20.911745,-19.162832,19.393244,0.00027755366,salt2,,lowz,0.022226332
lowz,16799,20.0,113.2,3559.2106393105246,150.0,0.10705,0.65,0.215,61897.348,199.31004,-10.610448,-18.774788,19.770458,0.00019609282,salt2,,lowz,0.04913723
lowz,16804,20.0,87.73,3716.396295977147,150.0,0.09505,-1.67,0.009,61895.777,33.148804,-9.760844,-19.017185,19.252655,0.000315924,salt2,,lowz,0.031339064
lowz,16843,20.0,124.52000000000001,758.7307355759258,150.0,0.14045,0.785,0.02,61903.793,51.526478,-26.872112,-19.342802,19.838568,0.00018416952,salt2,,lowz,0.01890597
lowz,16915,20.0,31.130000000000003,1128.5699180403797,150.0,0.04945,-1.775,-0.109,61892.55,10.60877,-12.809758,-19.4221,17.360542,0.0018047955,salt2,,lowz,0.025571333
lowz,16935,20.0,101.88,1324.2645905759603,150.0,0.07725,-1.9,0.393,61894.05,333.18488,-52.128147,-17.859255,19.934202,0.00016864123,salt2,,lowz,0.026080554
lowz,16936,20.0,135.84,634.54992751696,150.0,0.13045,-0.125,0.13,61901.523,347.8889,-36.377773,-18.866182,20.14112,0.00013937865,salt2,,lowz,0.023242494
lowz,16951,20.0,135.84,482.8949650362645,150.0,0.14235,0.265,0.001,61904.242,355.3103,-26.007969,-19.301844,19.911282,0.00017223932,salt2,,lowz,0.02032677
lowz,16954,20.0,113.2,945.7762858005908,150.0,0.13435,0.295,-0.039,61902.367,31.492052,-37.818512,-19.592379,19.48425,0.0002552379,salt2,,lowz,0.020785283
lowz,16973,20.0,101.88,658.6504085016882,150.0,0.08095,0.63,0.497,61894.355,6.017436,-38.949154,-17.884756,20.015776,0.00015643513,salt2,,lowz,0.02003871
lowz,16988,20.0,101.88,2890.100272198185,150.0,0.11515,0.17,-0.007,61898.617,165.8118,-19.248135,-19.240725,19.474375,0.00025756992,salt2,,lowz,0.045700878
lowz,17002,20.0,124.52000000000001,2478.765318889956,150.0,0.11265,0.855,0.314,61898.203,50.692905,-29.841513,-18.536974,20.126936,0.00014121165,salt2,,lowz,0.018043747
lowz,17015,20.0,135.84,743.0741288995114,150.0,0.12855,-0.32,0.079,61901.113,28.844862,-17.100414,-18.927279,20.045544,0.00015220432,salt2,,lowz,0.024198618
lowz,17018,20.0,36.79,1146.899813783184,150.0,0.06395,1.48,-0.066,61893.176,354.0696,-47.35265,-19.749523,17.61369,0.0014294502,salt2,,lowz,0.017245375
lowz,17021,20.0,124.52000000000001,1163.3934777367224,150.0,0.13665,0.6,0.019,61902.89,1.3164954,-5.5140715,-19.430573,19.68606,0.00021194365,salt2,,lowz,0.039880157
lowz,17043,20.0,90.56,1633.5922430616242,150.0,0.11165,0.005,0.013,61898.055,323.28046,-62.085297,-19.284887,19.358246,0.00028664633,salt2,,lowz,0.04943202
lowz,17076,20.0,16.98,1608.1164771771591,150.0,0.03815,-0.99,-0.055,61892.254,30.388784,-19.707218,-19.36135,16.840305,0.0029142215,salt2,,lowz,0.02268845
lowz,17082,20.0,73.58,1837.0752092454607,150.0,0.09595,0.29,-0.003,61895.887,302.1786,-59.930267,-19.049122,19.242485,0.00031889707,salt2,,lowz,0.048683666
lowz,17095,20.0,101.88,1054.753224867504,150.0,0.12925,1.475,0.007,61901.258,320.44275,-24.660738,-19.398273,19.587309,0.00023212464,salt2,,lowz,0.047273386
lowz,17096,20.0,147.16,1226.5922388046017,150.0,0.14715,-0.005,0.039,61905.492,8.574745,-51.024963,-18.942348,20.349272,0.000115063165,salt2,,lowz,0.014413576
lowz,17127,20.0,135.84,1232.3050741128789,150.0,0.11725,-0.45,0.243,61898.973,79.02533,-45.605858,-18.363136,20.39416,0.000110403125,salt2,,lowz,0.041143525
lowz,17130,20.0,147.16,2748.077644282808,150.0,0.13105,-1.92,0.055,61901.65,204.1141,-1.5355369,-18.85366,20.164433,0.0001364179,salt2,,lowz,0.038198564
lowz,17165,20.0,67.92,2540.8517644956883,150.0,0.09005,-1.395,-0.146,61895.22,324.66013,-60.033173,-19.697662,18.447567,0.00066315907,salt2,,lowz,0.046256475
lowz,17170,20.0,56.6,1377.7878318831108,150.0,0.07545,-1.26,-0.038,61893.918,51.539978,-43.723976,-19.209734,18.52985,0.0006147589,salt2,,lowz,0.014094944
lowz,17172,20.0,101.88,1613.7222308356118,150.0,0.12785,1.165,-0.042,61900.965,301.8249,-58.86703,-19.659544,19.300455,0.0003023171,salt2,,lowz,0.048872992
lowz,17190,20.0,56.6,1840.9054524018577,150.0,0.05965,-0.52,0.284,61892.957,73.69132,-41.17064,-18.168667,19.036861,0.0003853896,salt2,,lowz,0.018219069
lowz,17192,20.0,135.84,1488.1997470043314,150.0,0.14355,0.585,-0.012,61904.555,19.967764,-9.622672,-19.426004,19.806973,0.00018960744,salt2,,lowz,0.043709163
lowz,17202,20.0,90.56,1344.1462778259267,150.0,0.10945,-1.1,-0.05,61897.707,44.68663,-56.06396,-19.331797,19.265007,0.00031235046,salt2,,lowz,0.019882085
lowz,17233,20.0,158.48000000000002,2363.2985327648666,150.0,0.13755,0.52,0.196,61903.086,149.42787,-3.2217207,-18.857176,20.27494,0.00012321638,salt2,,lowz,0.040554848
lowz,17252,20.0,90.56,2651.5799874528966,150.0,0.11495,0.005,-0.054,61898.59,33.00699,-38.458508,-19.56661,19.144432,0.0003490372,salt2,,lowz,0.022029622
lowz,17256,20.0,158.48000000000002,911.3740213608669,150.0,0.14775,-1.48,2.7755576e-16,61905.64,351.6974,-47.308826,-19.074038,20.227224,0.00012875228,salt2,,lowz,0.01538239
lowz,17270,20.0,147.16,1291.9440805518523,150.0,0.13055,-1.36,0.072,61901.53,57.18611,-37.302124,-18.814653,20.19445,0.00013269801,salt2,,lowz,0.015531458
lowz,17282,20.0,90.56,1024.8803265876245,150.0,0.11385,0.645,0.014,61898.41,22.772865,-17.388233,-19.524761,19.163853,0.00034284982,salt2,,lowz,0.027573708
lowz,17289,20.0,135.84,1312.0645804410844,150.0,0.11305,0.325,0.342,61898.273,19.077827,-66.21369,-18.31324,20.358932,0.00011404383,salt2,,lowz,0.024212249
lowz,17294,20.0,113.2,528.6781697885242,150.0,0.13365,0.105,-0.099,61902.195,12.249777,-52.45031,-19.788254,19.276072,0.00030918355,salt2,,lowz,0.022973305
lowz,17309,20.0,124.52000000000001,810.1522620264293,150.0,0.13445,0.345,-0.021,61902.387,331.92883,-46.182053,-19.619806,19.458576,0.00026134524,salt2,,lowz,0.014255187
lowz,17316,20.0,169.8,1262.3003420776108,150.0,0.14575,-1.555,0.059,61905.105,43.021526,-47.949398,-19.135023,20.133951,0.00014030219,salt2,,lowz,0.039808013
lowz,17330,20.0,135.84,641.4684183226418,150.0,0.14595,-0.06,-0.019,61905.176,20.060951,-62.187607,-19.490713,19.78151,0.00019410704,salt2,,lowz,0.026406433
lowz,17375,20.0,59.43,1338.9669828753372,150.0,0.08455,0.335,-0.065,61894.68,347.17035,-17.667234,-19.461536,18.538788,0.0006097191,salt2,,lowz,0.03995422
lowz,17377,20.0,124.52000000000001,440.56193440283823,150.0,0.11565,-1.52,0.126,61898.7,346.21573,-27.902632,-18.605206,20.120005,0.00014211598,salt2,,lowz,0.036433984
lowz,17382,20.0,48.11,870.3629064382774,150.0,0.06745,-0.785,-0.033,61893.38,323.8324,-7.6094127,-19.309488,18.17472,0.0008526214,salt2,,lowz,0.037928313
lowz,17398,20.0,62.260000000000005,3393.855000087833,150.0,0.07835,-1.375,-0.028,61894.14,178.79048,-9.684902,-19.095522,18.730272,0.0005111353,salt2,,lowz,0.028490968
lowz,17416,20.0,124.52000000000001,2245.7683527643408,150.0,0.14625,-0.01,-0.097,61905.258,63.441128,-67.70445,-19.6419,19.635187,0.00022211098,salt2,,lowz,0.046428077
lowz,17417,20.0,59.43,754.1645083751375,150.0,0.09105,0.795,-0.1,61895.33,16.870632,-55.89544,-19.675894,18.494774,0.00063494337,salt2,,lowz,0.03705622
lowz,17423,20.0,169.8,598.4952082823888,150.0,0.12825,-2.26,0.179,61901.062,356.1969,-44.59792,-18.417234,20.5501,9.5632335e-05,salt2,,lowz,0.012058366
lowz,17429,20.0,70.75,1538.7767438878875,150.0,0.07675,-1.125,0.121,61894.02,65.30023,-23.836971,-18.776308,19.002306,0.00039785288,salt2,,lowz,0.04428109
lowz,17433,20.0,82.07000000000001,1900.243137225624,150.0,0.10105,0.04,-0.031,61896.516,336.3789,-37.50685,-19.64656,18.764854,0.0004951114,salt2,,lowz,0.018048285
lowz,17439,20.0,124.52000000000001,974.12442022814,150.0,0.13145,0.44,0.019,61901.723,11.035245,-21.43111,-19.288477,19.736786,0.00020226951,salt2,,lowz,0.018863715
lowz,17440,20.0,70.75,3699.006765918334,150.0,0.08285,-0.6,0.097,61894.527,178.9376,-1.0011816,-18.91124,19.042475,0.0003834022,salt2,,lowz,0.025024716
lowz,17499,20.0,65.09,3489.088694220085,150.0,0.08435,-0.09,-0.012,61894.66,29.127493,-16.74094,-19.276655,18.718233,0.0005168349,salt2,,lowz,0.027012942
lowz,17503,20.0,67.92,3425.2316938689573,150.0,0.07275,0.91,0.288,61893.727,175.69734,-1.102309,-18.31975,19.33667,0.00029239937,salt2,,lowz,0.022565367
lowz,17523,20.0,181.12,3048.2581404120474,150.0,0.14355,-0.21,0.205,61904.547,16.03494,-50.215565,-18.66809,20.564886,9.43388e-05,salt2,,lowz,0.015105533
lowz,17571,20.0,73.58,973.7925852977476,150.0,0.07075,-0.685,0.333,61893.582,24.28498,-16.973188,-18.118568,19.474325,0.00025758165,salt2,,lowz,0.021242177
lowz,17585,20.0,158.48000000000002,1047.1587002434926,150.0,0.14405,-0.18,0.092,61904.664,345.661,-14.835161,-18.81416,20.427044,0.00010710921,salt2,,lowz,0.042768363
lowz,17586,20.0,135.84,1996.6508909712506,150.0,0.14645,-0.6,-0.063,61905.285,78.66105,-56.966694,-19.309065,19.971256,0.00016298298,salt2,,lowz,0.027488336
lowz,17588,20.0,124.52000000000001,2107.1493301852142,150.0,0.12645,0.82,0.101,61900.695,353.27597,-4.0218983,-18.975092,19.95906,0.000164824,salt2,,lowz,0.045539536
lowz,17608,20.0,113.2,1734.820881904418,150.0,0.10825,-2.35,0.075,61897.523,314.4829,-65.95941,-18.85437,19.71679,0.00020602935,salt2,,lowz,0.044557527
lowz,17658,20.0,36.79,1656.4752155826063,150.0,0.05785,1.235,0.082,61892.875,349.10873,-6.475136,-19.343878,17.792368,0.001212544,salt2,,lowz,0.03847881
lowz,17678,20.0,73.58,1931.5552122536894,150.0,0.10455,0.85,-0.083,61896.992,66.939926,-34.977608,-19.55044,18.939926,0.0004213804,salt2,,lowz,0.03307419
lowz,17686,20.0,65.09,951.4769526165062,150.0,0.07365,-1.195,0.106,61893.78,25.577938,-46.05525,-18.755955,18.92851,0.00042583415,salt2,,lowz,0.019499702
lowz,17690,20.0,158.48000000000002,3019.033506966354,150.0,0.13915,-0.095,0.157,61903.48,186.14308,-6.6499057,-18.584663,20.574745,9.3486015e-05,salt2,,lowz,0.040287886
lowz,17715,20.0,90.56,2865.404338102065,150.0,0.10145,-1.785,2.7755576e-16,61896.57,340.93237,-51.781265,-19.168308,19.25226,0.0003160391,salt2,,lowz,0.015037665
lowz,17764,20.0,113.2,1492.562865308886,150.0,0.11105,-1.61,0.025,61897.95,39.94837,-18.05839,-19.01819,19.612392,0.00022682323,salt2,,lowz,0.028329376
lowz,17796,20.0,169.8,1268.0127710747918,150.0,0.14815,-1.98,0.018,61905.758,89.981895,-31.32934,-18.933392,20.374279,0.00011244325,salt2,,lowz,0.044258587
lowz,17819,20.0,135.84,1487.5107052620867,150.0,0.14275,-0.015,-0.029,61904.35,17.666565,-44.527153,-19.542707,19.677052,0.00021370972,salt2,,lowz,0.013169156
lowz,17828,20.0,135.84,751.6158546321767,150.0,0.13895,-0.815,0.001,61903.42,347.47775,-36.699223,-19.145885,20.010128,0.00015725111,salt2,,lowz,0.017459046
lowz,17841,20.0,113.2,906.419688956167,150.0,0.13275,-8.526513e-14,-0.054,61902.016,20.263939,-23.809048,-19.633091,19.415327,0.00027196537,salt2,,lowz,0.022005567
lowz,17856,20.0,113.2,1295.3491244904076,150.0,0.14115,1.295,-0.034,61903.945,73.81726,-46.361103,-19.597822,19.595291,0.00023042416,salt2,,lowz,0.02994669
lowz,17858,20.0,90.56,1368.473295806669,150.0,0.10315,-1.315,0.031,61896.797,359.21146,-42.511562,-18.954746,19.504343,0.00025055755,salt2,,lowz,0.018718392
lowz,17880,20.0,147.16,1173.2965380598248,150.0,0.14605,-0.605,0.021,61905.195,50.633858,-29.761816,-19.20447,20.069374,0.00014890017,salt2,,lowz,0.017836643
lowz,17889,20.0,124.52000000000001,918.5984219925051,150.0,0.12995,0.465,0.093,61901.4,13.705232,-36.622654,-19.238096,19.76018,0.00019795791,salt2,,lowz,0.02025667
lowz,17912,20.0,101.88,852.8270656887971,150.0,0.11565,1.33,0.129,61898.695,31.690918,-13.070198,-18.944399,19.780811,0.0001942316,salt2,,lowz,0.02328024
lowz,17914,20.0,101.88,1349.5506484413215,150.0,0.12355,1.075,0.002,61900.113,82.8006,-33.248547,-19.307856,19.57189,0.00023544446,salt2,,lowz,0.027503878
lowz,17920,20.0,8.49,1510.3564448055636,150.0,0.01945,-0.27,-0.059,61892.035,133.55466,-0.59659463,-19.628405,15.080549,0.014737539,salt2,,lowz,0.032899518
lowz,17931,20.0,101.88,1440.4785008926096,150.0,0.12735,1.005,-0.089,61900.867,187.90329,-7.113245,-19.91413,19.036669,0.00038545788,salt2,,lowz,0.02600815
lowz,17966,20.0,192.44,3835.0785639798455,150.0,0.14955,-8.526513e-14,0.274,61906.133,24.504866,-2.8377242,-18.387566,20.942408,6.663178e-05,salt2,,lowz,0.042217817
lowz,17977,20.0,135.84,1450.9741517773791,150.0,0.14175,-0.61,-0.067,61904.105,75.02244,-30.36112,-19.357504,19.845636,0.0001829744,salt2,,lowz,0.012131941
lowz,17980,20.0,90.56,1198.1021369557661,150.0,0.10595,-0.39,0.027,61897.19,23.217585,-32.398636,-19.079992,19.441257,0.00026554725,salt2,,lowz,0.02633759
lowz,17981,20.0,147.16,694.5142878328825,150.0,0.13325,0.49,0.177,61902.12,358.0897,-30.24129,-18.901121,20.156147,0.00013746302,salt2,,lowz,0.02597903
lowz,17992,20.0,82.07000000000001,473.95563825595815,150.0,0.09315,-1.115,0.002,61895.566,356.71567,-41.941776,-18.915464,19.307774,0.00030028596,salt2,,lowz,0.020789336
lowz,18001,20.0,124.52000000000001,1546.1574863883297,150.0,0.13695,-0.055,-0.051,61902.957,79.331604,-41.068707,-19.505297,19.616508,0.00022596528,salt2,,lowz,0.03592918
lowz,18017,20.0,124.52000000000001,1117.5351037971407,150.0,0.12795,-1.145,-0.025,61900.984,20.31451,-59.29807,-19.187082,19.774752,0.0001953189,salt2,,lowz,0.025614843
lowz,18020,20.0,56.6,1228.5128343465296,150.0,0.08725,0.67,-0.093,61894.94,47.930706,-18.754044,-19.576078,18.496466,0.0006339547,salt2,,lowz,0.04058727
lowz,18085,20.0,113.2,2058.677932897466,150.0,0.11545,0.025,0.124,61898.67,309.52176,-46.832165,-19.038256,19.682915,0.00021255866,salt2,,lowz,0.034248002
lowz,18105,20.0,8.49,728.2249955773939,150.0,0.02095,1.09,-0.043,61892.043,339.0722,-62.90455,-19.750547,15.122152,0.014183514,salt2,,lowz,0.034447417
lowz,18106,20.0,135.84,1135.1430929571136,150.0,0.11505,-0.63,0.254,61898.61,70.142136,-58.445065,-18.4376,20.275473,0.00012315609,salt2,,lowz,0.017646696
lowz,18114,20.0,90.56,1424.166086029812,150.0,0.11555,-0.115,-0.044,61898.69,39.986065,-9.719422,-19.621813,19.101377,0.00036315623,salt2,,lowz,0.032512385
lowz,18142,20.0,70.75,1658.5435471557082,150.0,0.08525,-1.535,-0.04,61894.742,335.57516,-39.997787,-19.1717,18.847557,0.00045879828,salt2,,lowz,0.018347139
lowz,18143,20.0,76.41,734.6691888543901,150.0,0.08595,-0.71,0.093,61894.812,354.81528,-23.278242,-19.118351,18.919691,0.00042930714,salt2,,lowz,0.024404768
lowz,18156,20.0,124.52000000000001,507.0597407994698,150.0,0.12595,0.195,0.069,61900.586,8.847465,-20.867693,-19.193897,19.730957,0.00020335817,salt2,,lowz,0.021824112
lowz,18210,20.0,147.16,1205.8962912744603,150.0,0.14065,1.03,0.166,61903.83,338.19885,-59.25254,-18.798723,20.386007,0.000111235095,salt2,,lowz,0.025197554
lowz,18223,20.0,33.96,893.3842358032537,150.0,0.05095,-0.605,0.033,61892.598,353.80756,-30.807198,-18.972073,17.877779,0.0011208134,salt2,,lowz,0.016710289
lowz,18233,20.0,135.84,702.1306872481186,150.0,0.12385,0.775,0.253,61900.184,328.12073,-33.98648,-18.619543,20.265886,0.00012424831,salt2,,lowz,0.027942061
lowz,18242,20.0,87.73,992.939686477973,150.0,0.11085,0.81,-0.046,61897.926,327.92902,-68.73331,-19.731842,18.894545,0.00043936662,salt2,,lowz,0.038744207
lowz,18252,20.0,113.2,1713.1195614339167,150.0,0.12215,1.14,0.117,61899.863,27.062975,-13.35176,-18.966202,19.886848,0.00017615932,salt2,,lowz,0.023403501
lowz,18261,20.0,147.16,1290.0810677595152,150.0,0.13975,-1.12,0.051,61903.605,63.985294,-50.838726,-19.019356,20.150213,0.00013821636,salt2,,lowz,0.023321368
lowz,18275,20.0,147.16,1465.189210379504,150.0,0.13845,-1.57,0.009,61903.297,35.035213,-0.84344554,-19.076572,20.070932,0.00014868665,salt2,,lowz,0.040783536
lowz,18299,20.0,147.16,2045.270109739579,150.0,0.13665,1.58,0.206,61902.88,321.04288,-60.14862,-18.903381,20.213251,0.00013042001,salt2,,lowz,0.046738815
lowz,18305,20.0,90.56,1723.1164625910615,150.0,0.09705,-1.055,0.045,61896.01,33.661114,-16.51743,-18.87877,19.439178,0.000266056,salt2,,lowz,0.04206654
lowz,18326,20.0,90.56,2605.1949601834003,150.0,0.08575,-0.485,0.329,61894.79,143.7031,-9.237671,-18.26413,19.768559,0.00019643595,salt2,,lowz,0.0430669
lowz,18327,20.0,147.16,1747.1398117826557,150.0,0.14425,0.34,0.1,61904.72,77.93531,-53.010452,-19.143602,20.100883,0.00014464092,salt2,,lowz,0.02619019
lowz,18343,20.0,169.8,1387.5138388741789,150.0,0.13415,0.52,0.311,61902.312,41.488148,-9.769623,-18.440344,20.632774,8.862062e-05,salt2,,lowz,0.0363856
lowz,18352,20.0,101.88,2961.290141230175,150.0,0.11455,0.765,0.048,61898.52,165.84496,-7.4899726,-19.306923,19.395987,0.00027685365,salt2,,lowz,0.043953903
lowz,18361,20.0,59.43,3710.407995072865,150.0,0.08035,0.245,0.036,61894.305,343.0667,-17.209045,-18.97892,18.90457,0.00043532817,salt2,,lowz,0.041416943
lowz,18364,20.0,147.16,916.3401347175668,150.0,0.13255,-2.075,-0.003,61901.965,316.78308,-38.591465,-18.906664,20.138205,0.00013975351,salt2,,lowz,0.049517583
lowz,18382,20.0,113.2,449.5257483901063,150.0,0.13245,-0.25,-0.046,61901.95,319.9758,-49.012527,-19.648424,19.394669,0.00027718983,salt2,,lowz,0.040713776
lowz,18390,20.0,113.2,2985.5521026632414,150.0,0.12295,0.41,0.095,61900.004,138.9419,-7.9473643,-18.836098,20.032242,0.00015408066,salt2,,lowz,0.03897782
lowz,18405,20.0,79.24000000000001,3332.745674530303,150.0,0.08795,-0.825,0.058,61895.01,352.62122,-16.960663,-19.04932,19.041601,0.00038371078,salt2,,lowz,0.03313912
lowz,18451,20.0,135.84,1179.3487177491695,150.0,0.12985,1.525,0.244,61901.375,36.00485,-8.698081,-18.779737,20.216728,0.00013000294,salt2,,lowz,0.049683575
lowz,18457,20.0,101.88,775.912783683727,150.0,0.10895,-2.32,-0.069,61897.63,46.480934,-31.869665,-19.158827,19.427324,0.0002689771,salt2,,lowz,0.018772386
lowz,18484,20.0,147.16,574.1364707842222,150.0,0.14855,-0.5,-0.007,61905.844,27.364157,-32.150887,-19.094992,20.21907,0.00012972284,salt2,,lowz,0.021167913
lowz,18515,20.0,45.28,822.0598996021718,150.0,0.07145,-0.245,-0.115,61893.63,354.78247,-38.461754,-19.82018,17.795141,0.0012094517,salt2,,lowz,0.019393513
lowz,18522,20.0,135.84,726.3711072776421,150.0,0.14635,0.03,-0.014,61905.26,359.04453,-61.244358,-19.485298,19.793406,0.0001919916,salt2,,lowz,0.021657284
lowz,18525,20.0,73.58,900.0826295322563,150.0,0.08485,1.255,0.207,61894.71,52.536266,-50.830933,-18.885017,19.123438,0.000355852,salt2,,lowz,0.018319052
lowz,18538,20.0,124.52000000000001,635.6595115706547,150.0,0.14445,1.62,0.004,61904.77,51.291035,-31.936192,-19.5216,19.726164,0.00020425809,salt2,,lowz,0.01627186
good-n,fieldcalib,,,,1020.0,,,,,,,,,,,,roman,
good-n,0,20.0,7244.8,3321.4156282331996,150.0,0.96215,0.34,0.199,61906.664,193.66945,62.61988,-18.78262,25.273949,1.2332908e-06,salt2,good-n,roman,
good-n,1,20.0,62305.28,215.29868215036785,150.0,1.48795,0.025,0.18,61928.05,193.77397,62.908306,-18.889189,26.333998,4.6456395e-07,salt2,good-n,roman,
good-n,6,20.0,2897.92,238.28209130037038,150.0,0.90575,0.25,-0.105,61904.81,191.04774,63.355732,-19.736656,24.158504,3.4454245e-06,salt2,good-n,roman,
good-n,10,20.0,28979.2,234.68203979712524,150.0,1.39115,-0.445,0.024,61923.676,193.19342,62.739613,-18.94464,26.098751,5.769586e-07,salt2,good-n,roman,
good-n,12,20.0,5795.84,237.66277819375165,150.0,0.90265,-0.04,0.213,61904.707,191.29169,63.694935,-18.606976,25.279032,1.2275301e-06,salt2,good-n,roman,
good-n,15,20.0,1064.08,214.24486370663618,150.0,0.60665,0.61,0.031,61896.918,190.83789,63.554527,-19.423645,23.408371,6.8753775e-06,salt2,good-n,roman,
good-n,16,20.0,17387.52,222.31586901773014,150.0,1.05775,-0.775,0.308,61910.043,190.9351,62.952843,-18.218348,26.09164,5.8074926e-07,salt2,good-n,roman,
good-n,18,20.0,23183.36,225.55962106742606,150.0,1.19445,-2.505,0.085,61915.32,190.87387,63.69933,-18.692616,25.942785,6.6608675e-07,salt2,good-n,roman,
good-n,27,20.0,882.96,227.56371136305972,150.0,0.56485,0.665,-0.001,61896.113,190.13712,62.931805,-19.199612,23.445105,6.6466546e-06,salt2,good-n,roman,
good-n,31,20.0,7244.8,234.8938768538681,150.0,1.00855,0.15,0.118,61908.27,192.66084,63.123756,-19.09512,25.087412,1.4644695e-06,salt2,good-n,roman,
good-n,32,20.0,7244.8,219.98520666158265,150.0,1.24465,1.92,-0.167,61917.375,191.99158,62.72724,-20.024363,24.721264,2.0518207e-06,salt2,good-n,roman,
good-n,34,20.0,15938.560000000001,214.73071338361993,150.0,1.21405,0.135,0.1,61916.12,192.39362,62.921356,-18.9251,25.75388,7.9267085e-07,salt2,good-n,roman,
good-n,36,20.0,23183.36,234.10180053303313,150.0,1.35795,-0.47,-0.058,61922.215,190.2498,62.376637,-19.319408,25.659376,8.6475734e-07,salt2,good-n,roman,
good-n,39,20.0,2128.16,215.6937151622067,150.0,0.79465,1.955,0.045,61901.473,189.58942,62.33058,-19.377995,24.16831,3.4144516e-06,salt2,good-n,roman,
good-n,45,20.0,656.5600000000001,244.2178389552896,150.0,0.27455,-0.56,0.451,61892.598,191.06413,63.755306,-17.936274,22.86692,1.13207925e-05,salt2,good-n,roman,
good-n,48,20.0,27530.24,216.10134308497555,150.0,1.29585,-1.96,0.022,61919.53,191.16339,63.430363,-19.02121,25.832323,7.374208e-07,salt2,good-n,roman,
good-n,49,20.0,316.96000000000004,219.94469408567366,150.0,0.24775,-1.98,-0.051,61892.45,191.10928,62.932747,-19.058489,21.490791,4.020943e-05,salt2,good-n,roman,
good-n,52,20.0,27530.24,219.52585307052578,150.0,1.45705,0.33,-0.056,61926.637,191.6246,62.51525,-19.480747,25.68637,8.4352246e-07,salt2,good-n,roman,
good-n,57,20.0,2897.92,229.1998149378411,150.0,0.63965,-2.065,0.26,61897.613,191.72261,63.422436,-18.035944,24.935518,1.68437e-06,salt2,good-n,roman,
good-n,58,20.0,30428.16,216.16646127266048,150.0,1.45815,1.76,0.076,61926.688,191.7769,63.092525,-19.452492,25.716642,8.2032847e-07,salt2,good-n,roman,
good-n,67,20.0,10142.720000000001,232.02901462690207,150.0,0.90465,1.5,0.523,61904.77,189.497,63.04542,-17.72227,26.169647,5.4048775e-07,salt2,good-n,roman,
good-n,68,20.0,39121.92,222.68495166747314,150.0,1.42085,0.33,0.086,61925.0,189.88914,62.45238,-19.048632,26.05124,6.0276534e-07,salt2,good-n,roman,
good-n,72,20.0,18836.48,240.45441870662088,150.0,1.25165,-1.97,-0.053,61917.668,189.39926,63.841812,-19.152702,25.607937,9.067133e-07,salt2,good-n,roman,
good-n,75,20.0,2897.92,238.14223704559896,150.0,0.87535,0.29,-0.031,61903.85,191.63527,63.00441,-19.558235,24.245798,3.1792556e-06,salt2,good-n,roman,
good-n,76,20.0,362.24,224.98682135157202,150.0,0.24975,-0.12,0.101,61892.457,191.82814,62.288258,-18.888763,21.680319,3.3768894e-05,salt2,good-n,roman,
good-n,77,20.0,11591.68,241.6506498250904,150.0,1.14525,-0.065,0.059,61913.367,192.92303,63.660862,-19.149223,25.373549,1.1251877e-06,salt2,good-n,roman,
